,t_real,t_feels_like,humidity,wind_speed,t_percent
92,10.0,6.120000000000001,82.0,27.0,31.428571428571427
93,10.0,6.120000000000001,82.0,27.0,31.428571428571427
94,10.0,6.449999999999999,85.0,24.0,31.428571428571427
95,11.0,7.302,82.0,26.0,34.285714285714285
96,11.5,8.077499999999999,85.0,24.0,35.714285714285715
97,12.0,8.484,82.0,25.0,37.142857142857146
98,12.0,8.82,85.0,22.0,37.142857142857146
99,12.0,9.006,88.0,20.5,37.142857142857146
100,12.0,8.91,80.0,20.5,37.142857142857146
101,11.5,8.65675,74.5,17.0,35.714285714285715
102,10.5,7.666250000000002,82.5,17.0,32.857142857142854
103,9.5,6.93125,87.5,14.0,30.0
104,9.0,6.482999999999999,87.0,13.0,28.57142857142857
105,9.0,6.382999999999999,87.0,14.0,28.57142857142857
106,9.0,5.688,82.0,20.5,28.57142857142857
107,9.0,6.060500000000001,84.5,17.0,28.57142857142857
108,9.0,5.011,79.0,27.0,28.57142857142857
109,10.0,6.510000000000002,71.0,22.0,31.428571428571427
110,9.0,5.438999999999999,71.0,22.0,28.57142857142857
111,9.0,5.688999999999999,71.0,19.5,28.57142857142857
112,9.0,5.483999999999999,76.0,22.0,28.57142857142857
113,8.5,4.874750000000001,73.5,22.5,27.142857142857142
114,8.0,4.537999999999999,73.5,20.5,25.71428571428571
115,8.0,4.908,76.0,17.0,25.71428571428571
116,8.0,4.558000000000001,76.0,20.5,25.71428571428571
117,8.5,5.024750000000001,73.5,21.0,27.142857142857142
118,9.0,4.983999999999999,76.0,27.0,28.57142857142857
119,10.0,5.910000000000001,71.0,28.0,31.428571428571427
120,10.0,5.734999999999999,73.5,30.0,31.428571428571427
121,10.0,5.839999999999999,79.0,29.5,31.428571428571427
122,11.0,6.974499999999999,79.5,29.0,34.285714285714285
123,11.0,6.635000000000002,85.0,33.0,34.285714285714285
124,11.5,7.177499999999998,85.0,33.0,35.714285714285715
125,12.0,7.734,82.0,32.5,37.142857142857146
126,12.0,7.834,82.0,31.5,37.142857142857146
127,12.0,8.454,79.5,25.0,37.142857142857146
128,12.0,7.894,74.5,30.0,37.142857142857146
129,12.5,8.41875,69.5,29.5,38.57142857142858
130,13.0,9.071000000000002,67.0,28.0,40.0
131,13.0,9.271,67.0,26.0,40.0
132,13.0,8.818999999999999,63.0,30.0,40.0
133,13.0,9.219,63.0,26.0,40.0
134,13.5,9.061250000000001,67.5,33.5,41.42857142857143
135,13.0,8.3335,79.5,37.0,40.0
136,13.5,9.1475,85.0,35.0,41.42857142857143
137,15.0,10.63,82.0,36.0,45.714285714285715
138,15.5,10.5935,77.0,41.0,47.14285714285714
139,15.0,9.679999999999998,72.0,44.0,45.714285714285715
140,15.0,9.92,68.0,41.0,45.714285714285715
141,15.0,10.02,68.0,40.0,45.714285714285715
142,14.0,8.927999999999999,77.0,41.5,42.857142857142854
143,14.0,9.177999999999999,77.0,39.0,42.857142857142854
144,14.0,9.078,77.0,40.0,42.857142857142854
145,14.0,8.957999999999998,72.0,40.5,42.857142857142854
146,13.0,7.901,77.0,41.0,40.0
147,13.0,8.401,77.0,36.0,40.0
148,13.0,8.501,77.0,35.0,40.0
149,13.0,8.566,82.0,35.0,40.0
150,13.0,8.5335,79.5,35.0,40.0
151,14.0,9.043,74.5,40.0,42.857142857142854
152,14.0,8.277999999999999,77.0,48.0,42.857142857142854
153,14.0,8.943,74.5,41.0,42.857142857142854
154,11.5,6.026249999999999,67.5,42.5,35.714285714285715
155,11.5,6.0169999999999995,58.0,41.5,35.714285714285715
156,10.5,5.267,54.0,38.0,32.857142857142854
157,9.0,3.2360000000000007,54.0,42.5,28.57142857142857
158,9.0,3.9320000000000004,48.0,35.0,28.57142857142857
159,8.0,3.7120000000000006,51.5,27.0,25.71428571428571
160,8.0,3.5120000000000005,51.5,29.0,25.71428571428571
161,7.0,2.785,55.0,26.0,22.857142857142858
162,6.0,1.7419999999999995,57.0,26.0,20.0
163,6.0,1.8419999999999996,57.0,25.0,20.0
164,6.0,2.241999999999999,57.0,21.0,20.0
165,5.0,1.33,66.0,20.0,17.142857142857142
166,5.0,1.38,66.0,19.5,17.142857142857142
167,4.5,0.6262499999999998,72.5,22.0,15.714285714285714
168,4.0,0.09999999999999964,75.0,22.0,14.285714285714285
169,4.0,0.0,75.0,23.0,14.285714285714285
170,4.0,-0.40000000000000036,75.0,27.0,14.285714285714285
171,4.0,-0.5099999999999998,72.5,28.0,14.285714285714285
172,4.0,-0.41999999999999993,70.0,27.0,14.285714285714285
173,4.5,0.40600000000000014,68.0,24.0,15.714285714285714
174,5.0,0.9300000000000002,66.0,24.0,17.142857142857142
175,5.0,0.3799999999999999,66.0,29.5,17.142857142857142
176,5.5,0.9492499999999997,63.5,29.0,18.571428571428573
177,6.5,1.8964999999999996,61.0,30.0,21.428571428571427
178,7.5,3.2424999999999997,59.0,27.0,24.285714285714285
179,8.5,4.27175,55.5,27.0,27.142857142857142
180,9.0,4.704,56.0,28.0,28.57142857142857
181,9.0,4.739999999999999,60.0,28.0,28.57142857142857
182,8.5,4.444000000000001,64.0,26.0,27.142857142857142
183,8.0,4.228000000000001,66.0,23.0,25.71428571428571
184,8.0,4.518,71.0,20.5,25.71428571428571
185,8.0,4.087999999999999,73.5,25.0,25.71428571428571
186,8.0,4.187999999999999,73.5,24.0,25.71428571428571
187,8.0,3.968,71.0,26.0,25.71428571428571
188,8.0,3.5679999999999996,71.0,30.0,25.71428571428571
189,9.0,3.8939999999999992,66.0,37.0,28.57142857142857
190,9.0,4.5889999999999995,71.0,30.5,28.57142857142857
191,9.0,4.7165,68.5,29.0,28.57142857142857
192,10.0,5.199999999999999,60.0,34.0,31.428571428571427
193,10.0,5.645,64.5,30.0,31.428571428571427
194,10.0,5.62,67.0,30.5,31.428571428571427
195,10.0,5.32,67.0,33.5,31.428571428571427
196,10.0,5.17,67.0,35.0,31.428571428571427
197,10.0,5.635,73.5,31.0,31.428571428571427
198,10.0,5.76,76.0,30.0,31.428571428571427
199,10.0,5.66,76.0,31.0,31.428571428571427
200,11.5,7.0205,67.0,32.5,35.714285714285715
201,12.0,7.504000000000001,67.0,33.0,37.142857142857146
202,12.0,6.994,74.5,39.0,37.142857142857146
203,12.0,8.004000000000001,79.5,29.5,37.142857142857146
204,12.0,8.004000000000001,79.5,29.5,37.142857142857146
205,12.5,8.162500000000001,77.0,33.0,38.57142857142858
206,12.0,8.484,82.0,25.0,37.142857142857146
207,12.0,8.734,82.0,22.5,37.142857142857146
208,11.5,8.312000000000001,88.0,22.0,35.714285714285715
209,11.0,7.834,94.0,22.0,34.285714285714285
210,11.5,8.2775,85.0,22.0,35.714285714285715
211,12.0,8.984,82.0,20.0,37.142857142857146
212,12.0,9.17,85.0,18.5,37.142857142857146
213,12.0,8.956000000000001,88.0,21.0,37.142857142857146
214,12.0,8.756,88.0,23.0,37.142857142857146
215,12.0,8.556000000000001,88.0,25.0,37.142857142857146
216,12.0,8.056000000000001,88.0,30.0,37.142857142857146
217,11.5,8.062000000000001,88.0,24.5,35.714285714285715
218,11.0,8.035,85.0,19.0,34.285714285714285
219,11.0,7.802,82.0,21.0,34.285714285714285
220,10.5,7.23475,79.5,21.0,32.857142857142854
221,10.0,6.77,82.0,20.5,31.428571428571427
222,9.5,6.150500000000001,79.0,21.0,30.0
223,9.0,6.039,71.0,16.0,28.57142857142857
224,9.0,5.8389999999999995,71.0,18.0,28.57142857142857
225,9.0,5.888999999999999,71.0,17.5,28.57142857142857
226,9.0,5.8165000000000004,68.5,18.0,28.57142857142857
227,9.5,6.058,64.0,20.5,30.0
228,9.0,4.9115,73.5,27.5,28.57142857142857
229,8.5,4.2035,71.0,29.0,27.142857142857142
230,8.0,4.437999999999999,73.5,21.5,25.71428571428571
231,7.5,3.71375,68.5,23.0,24.285714285714285
232,7.0,3.2969999999999997,71.0,22.0,22.857142857142858
233,7.0,4.0969999999999995,71.0,14.0,22.857142857142858
234,6.0,2.5060000000000002,76.0,19.5,20.0
235,5.5,1.818,76.0,21.0,18.571428571428573
236,5.0,1.08,76.0,23.0,17.142857142857142
237,5.0,1.6799999999999997,76.0,17.0,17.142857142857142
238,5.0,1.3999999999999995,70.0,19.5,17.142857142857142
239,5.0,0.73,66.0,26.0,17.142857142857142
240,5.0,0.33000000000000007,66.0,30.0,17.142857142857142
241,5.0,0.9300000000000002,66.0,24.0,17.142857142857142
242,4.5,0.7262499999999998,72.5,21.0,15.714285714285714
243,4.5,1.42625,72.5,14.0,15.714285714285714
244,5.0,1.5999999999999996,70.0,17.5,17.142857142857142
245,5.0,1.0499999999999998,70.0,23.0,17.142857142857142
246,4.5,-0.24399999999999977,68.0,30.5,15.714285714285714
247,4.0,-0.31999999999999984,70.0,26.0,14.285714285714285
248,4.5,-0.09399999999999986,68.0,29.0,15.714285714285714
249,5.0,0.2999999999999998,70.0,30.5,17.142857142857142
250,5.5,1.1602499999999996,65.5,27.0,18.571428571428573
251,6.5,2.1834999999999996,59.0,27.0,21.428571428571427
252,7.0,2.9990000000000006,57.0,24.0,22.857142857142858
253,7.0,3.1849999999999996,55.0,22.0,22.857142857142858
254,7.0,3.585,55.0,18.0,22.857142857142858
255,7.0,3.8130000000000006,59.0,16.0,22.857142857142858
256,7.5,4.380000000000001,64.0,16.0,24.285714285714285
257,8.0,4.417999999999999,71.0,21.5,25.71428571428571
258,9.0,4.938999999999999,71.0,27.0,28.57142857142857
259,10.0,5.59,69.0,31.0,31.428571428571427
260,10.0,4.910000000000001,71.0,38.0,31.428571428571427
261,9.5,4.326749999999999,76.5,39.0,30.0
262,10.0,4.789999999999999,79.0,40.0,31.428571428571427
263,10.0,4.82,82.0,40.0,31.428571428571427
264,11.0,5.874499999999999,79.5,40.0,34.285714285714285
265,11.0,5.451999999999999,82.0,44.5,34.285714285714285
266,11.5,5.914249999999999,79.5,45.0,35.714285714285715
267,11.0,6.1469999999999985,77.0,37.0,34.285714285714285
268,10.0,5.639999999999999,79.0,31.5,31.428571428571427
269,9.5,5.24825,73.5,29.5,30.0
270,9.0,5.3615,73.5,23.0,28.57142857142857
271,9.0,5.494,66.0,21.0,28.57142857142857
272,9.0,5.7115,73.5,19.5,28.57142857142857
273,9.0,5.584,76.0,21.0,28.57142857142857
274,9.0,4.994,66.0,26.0,28.57142857142857
275,8.5,4.6035,71.0,25.0,27.142857142857142
276,9.0,4.3260000000000005,64.0,32.5,28.57142857142857
277,9.0,4.489999999999999,60.0,30.5,28.57142857142857
278,9.0,3.8680000000000003,52.0,36.0,28.57142857142857
279,8.0,3.523999999999999,53.0,29.0,25.71428571428571
280,7.5,2.9624999999999995,55.0,29.5,24.285714285714285
281,7.0,2.449,57.0,29.5,22.857142857142858
282,8.0,3.4620000000000006,51.5,29.5,25.71428571428571
283,7.0,1.9570000000000003,51.0,34.0,22.857142857142858
284,6.5,1.6704999999999997,57.0,32.0,21.428571428571427
285,6.5,1.5835,59.0,33.0,21.428571428571427
286,7.0,2.449,57.0,29.5,22.857142857142858
287,7.0,2.271000000000001,53.0,31.0,22.857142857142858
288,7.0,2.6210000000000004,53.0,27.5,22.857142857142858
289,6.5,2.6834999999999996,59.0,22.0,21.428571428571427
290,6.5,2.3834999999999997,59.0,25.0,21.428571428571427
291,6.5,2.8075,55.0,20.5,21.428571428571427
292,6.5,2.8075,55.0,20.5,21.428571428571427
293,7.0,3.535,55.0,18.5,22.857142857142858
294,7.0,3.9130000000000003,59.0,15.0,22.857142857142858
295,7.0,3.9269999999999996,61.0,15.0,22.857142857142858
296,6.0,3.1260000000000003,71.0,13.0,20.0
297,6.5,3.2452499999999995,68.5,17.0,21.428571428571427
298,6.0,2.5060000000000002,76.0,19.5,20.0
299,6.0,2.7409999999999997,73.5,17.0,20.0
300,7.0,3.9795,68.5,15.0,22.857142857142858
301,7.0,3.9619999999999997,66.0,15.0,22.857142857142858
302,7.0,3.9619999999999997,66.0,15.0,22.857142857142858
303,6.0,2.061,68.5,23.5,20.0
304,5.5,2.5180000000000007,76.0,14.0,18.571428571428573
305,5.0,1.7650000000000001,73.0,16.0,17.142857142857142
306,4.0,1.0899999999999999,72.5,12.0,14.285714285714285
308,3.0,0.125,75.0,11.0,11.428571428571429
309,2.5,-0.8187500000000001,72.5,15.0,10.0
310,2.5,-0.49749999999999983,81.0,12.0,10.0
311,2.0,-1.1380000000000001,81.0,13.0,8.571428571428571
312,2.0,-1.038,81.0,12.0,8.571428571428571
313,1.0,-2.319,81.0,14.0,5.714285714285714
314,1.0,-2.419,81.0,15.0,5.714285714285714
318,1.5,-1.9912500000000002,72.5,16.0,7.142857142857142
319,2.5,-0.8312499999999998,67.5,15.0,10.0
320,3.5,0.12749999999999995,65.0,16.0,12.857142857142856
321,4.0,0.18000000000000016,70.0,21.0,14.285714285714285
322,5.0,1.5150000000000001,73.0,18.5,17.142857142857142
323,6.5,3.27775,73.5,17.0,21.428571428571427
324,6.0,2.391,73.5,20.5,20.0
325,7.0,3.7619999999999996,66.0,17.0,22.857142857142858
326,6.0,2.6260000000000003,71.0,18.0,20.0
327,6.0,2.926,71.0,15.0,20.0
329,5.0,2.08,76.0,13.0,17.142857142857142
330,5.0,2.1799999999999997,76.0,12.0,17.142857142857142
347,4.0,1.1239999999999997,81.0,12.0,14.285714285714285
348,4.0,1.1239999999999997,81.0,12.0,14.285714285714285
349,4.0,0.8999999999999999,75.0,14.0,14.285714285714285
350,4.0,1.0,75.0,13.0,14.285714285714285
397,5.0,2.24,68.0,11.0,17.142857142857142
398,4.0,1.0,75.0,13.0,14.285714285714285
399,4.0,1.0120000000000005,78.0,13.0,14.285714285714285
400,4.0,1.112,78.0,12.0,14.285714285714285
401,4.0,1.0999999999999996,75.0,12.0,14.285714285714285
402,4.0,0.9900000000000002,72.5,13.0,14.285714285714285
403,4.0,0.8800000000000003,70.0,14.0,14.285714285714285
404,4.0,0.6800000000000002,70.0,16.0,14.285714285714285
405,4.0,0.5300000000000002,70.0,17.5,14.285714285714285
406,4.0,0.43000000000000016,70.0,18.5,14.285714285714285
407,3.5,-0.0462499999999999,72.5,18.0,12.857142857142856
408,3.0,-0.6070000000000002,81.0,18.5,11.428571428571429
409,3.0,-0.657,81.0,19.0,11.428571428571429
410,3.0,-0.4570000000000001,81.0,17.0,11.428571428571429
411,3.0,-0.3480000000000003,84.0,16.0,11.428571428571429
412,3.0,-0.1389999999999998,87.0,14.0,11.428571428571429
413,3.0,-0.5389999999999999,87.0,18.0,11.428571428571429
414,3.0,-0.5389999999999999,87.0,18.0,11.428571428571429
415,3.0,-0.5389999999999999,87.0,18.0,11.428571428571429
416,3.0,-0.5389999999999999,87.0,18.0,11.428571428571429
417,3.0,-0.43899999999999983,87.0,17.0,11.428571428571429
418,3.0,-0.33899999999999997,87.0,16.0,11.428571428571429
419,3.0,-0.43899999999999983,87.0,17.0,11.428571428571429
420,3.5,0.19399999999999995,84.0,16.0,12.857142857142856
421,3.0,-0.43899999999999983,87.0,17.0,11.428571428571429
422,3.0,-0.5389999999999999,87.0,18.0,11.428571428571429
423,3.0,-0.33899999999999997,87.0,16.0,11.428571428571429
424,3.0,-0.14800000000000013,84.0,14.0,11.428571428571429
425,3.0,0.16100000000000003,87.0,11.0,11.428571428571429
426,3.0,-0.038999999999999924,87.0,13.0,11.428571428571429
443,5.0,1.995,59.0,13.0,17.142857142857142
444,5.0,1.9850000000000003,57.0,13.0,17.142857142857142
445,4.5,1.3655000000000004,59.0,14.0,15.714285714285714
446,4.0,0.944,61.0,13.0,14.285714285714285
447,4.0,1.0519999999999996,63.0,12.0,14.285714285714285
448,3.5,0.5205000000000002,63.0,12.0,12.857142857142856
466,3.5,0.5362499999999999,67.5,12.0,12.857142857142856
467,4.5,1.1447499999999997,65.5,16.5,15.714285714285714
468,5.0,1.58,66.0,17.5,17.142857142857142
469,5.0,1.38,66.0,19.5,17.142857142857142
470,5.0,1.63,66.0,17.0,17.142857142857142
471,4.0,1.0999999999999996,75.0,12.0,14.285714285714285
472,4.0,0.8999999999999999,75.0,14.0,14.285714285714285
473,4.5,1.4532500000000002,78.5,14.0,15.714285714285714
474,6.0,2.606,76.0,18.5,20.0
475,6.5,2.6102500000000006,78.5,24.0,21.428571428571427
476,7.0,3.609,87.0,20.0,22.857142857142858
477,7.5,3.8525,87.0,23.0,24.285714285714285
478,8.0,4.295999999999999,87.0,24.0,25.71428571428571
479,8.0,4.494,93.0,22.5,25.71428571428571
480,9.0,6.0145,90.5,18.0,28.57142857142857
481,7.0,3.7590000000000003,87.0,18.5,22.857142857142858
482,6.5,3.2265000000000006,81.0,18.0,21.428571428571427
483,6.0,2.606,76.0,18.5,20.0
484,5.5,1.5042500000000003,73.5,24.0,18.571428571428573
485,5.0,1.48,76.0,19.0,17.142857142857142
486,4.0,0.9239999999999999,81.0,14.0,14.285714285714285
487,4.5,1.2397500000000004,75.5,16.0,15.714285714285714
488,5.0,1.5499999999999998,70.0,18.0,17.142857142857142
489,5.5,1.4739999999999998,68.0,24.0,18.571428571428573
490,6.0,1.996,66.0,24.0,20.0
491,6.0,1.9659999999999997,61.0,24.0,20.0
492,7.0,3.2269999999999994,61.0,22.0,22.857142857142858
493,7.0,3.4269999999999996,61.0,20.0,22.857142857142858
494,7.0,3.2269999999999994,61.0,22.0,22.857142857142858
495,6.5,3.2127499999999998,63.5,17.0,21.428571428571427
496,6.0,2.896,66.0,15.0,20.0
497,5.5,2.574,68.0,13.0,18.571428571428573
498,5.0,1.94,68.0,14.0,17.142857142857142
499,4.5,1.5150000000000006,70.0,13.0,15.714285714285714
500,4.0,0.9900000000000002,72.5,13.0,14.285714285714285
501,3.5,0.46250000000000036,75.0,13.0,12.857142857142856
502,3.0,-0.05700000000000016,81.0,13.0,11.428571428571429
503,3.0,-0.05700000000000016,81.0,13.0,11.428571428571429
504,2.0,-1.026,87.0,12.0,8.571428571428571
506,2.0,-1.226,87.0,14.0,8.571428571428571
507,2.0,-1.132,84.0,13.0,8.571428571428571
508,2.0,-1.026,87.0,12.0,8.571428571428571
509,2.0,-1.1260000000000001,87.0,13.0,8.571428571428571
510,2.0,-1.326,87.0,15.0,8.571428571428571
511,3.0,-0.2570000000000001,81.0,15.0,11.428571428571429
512,3.5,0.47299999999999986,78.0,13.0,12.857142857142856
513,5.0,1.8499999999999996,70.0,15.0,17.142857142857142
514,6.5,3.64525,68.5,13.0,21.428571428571427
515,8.5,5.076999999999999,62.0,19.5,27.142857142857142
516,8.0,4.728000000000001,66.0,18.0,25.71428571428571
517,9.0,5.393999999999999,66.0,22.0,28.57142857142857
518,8.0,4.468,71.0,21.0,25.71428571428571
519,8.0,4.768,71.0,18.0,25.71428571428571
520,8.0,4.617999999999999,71.0,19.5,25.71428571428571
521,8.0,4.637999999999999,73.5,19.5,25.71428571428571
522,8.0,4.658,76.0,19.5,25.71428571428571
523,8.0,4.758000000000001,76.0,18.5,25.71428571428571
524,8.0,4.806000000000001,82.0,18.5,25.71428571428571
525,8.0,4.856000000000001,82.0,18.0,25.71428571428571
526,8.0,4.856000000000001,82.0,18.0,25.71428571428571
527,8.0,4.795999999999999,87.0,19.0,25.71428571428571
528,8.5,5.4395,87.0,18.0,27.142857142857142
529,9.0,5.632999999999999,87.0,21.5,28.57142857142857
530,9.0,5.832999999999999,87.0,19.5,28.57142857142857
531,9.0,6.183,87.0,16.0,28.57142857142857
532,9.5,6.60275,84.5,17.0,30.0
533,10.0,6.970000000000001,82.0,18.5,31.428571428571427
534,10.0,7.030000000000001,88.0,18.5,31.428571428571427
535,10.0,7.049999999999999,85.0,18.0,31.428571428571427
536,10.5,7.442500000000001,85.0,19.5,32.857142857142854
537,10.0,7.199999999999999,85.0,16.5,31.428571428571427
538,10.0,6.414999999999999,71.5,23.0,31.428571428571427
539,10.0,6.225,62.5,24.0,31.428571428571427
540,9.0,5.626,64.0,19.5,28.57142857142857
541,9.0,5.339999999999999,60.0,22.0,28.57142857142857
542,8.0,4.196000000000001,62.0,23.0,25.71428571428571
543,8.0,4.346,62.0,21.5,25.71428571428571
544,8.0,4.596,62.0,19.0,25.71428571428571
545,7.5,4.180000000000001,64.0,18.0,24.285714285714285
546,7.0,3.4619999999999997,66.0,20.0,22.857142857142858
547,7.0,3.7619999999999996,66.0,17.0,22.857142857142858
548,6.5,3.2452499999999995,68.5,17.0,21.428571428571427
549,6.0,3.056000000000001,76.0,14.0,20.0
550,6.0,2.9560000000000004,76.0,15.0,20.0
551,5.5,2.5180000000000007,76.0,14.0,18.571428571428573
552,5.0,1.8925,78.5,15.0,17.142857142857142
553,5.0,1.98,76.0,14.0,17.142857142857142
554,5.0,2.1799999999999997,76.0,12.0,17.142857142857142
555,5.0,2.1799999999999997,76.0,12.0,17.142857142857142
556,5.5,2.6317500000000003,78.5,13.0,18.571428571428573
557,6.0,3.2560000000000002,76.0,12.0,20.0
558,6.0,2.9560000000000004,76.0,15.0,20.0
559,5.5,2.43175,78.5,15.0,18.571428571428573
560,6.5,3.4777500000000003,73.5,15.0,21.428571428571427
561,7.0,3.7145,73.5,18.0,22.857142857142858
562,8.0,4.667999999999999,71.0,19.0,25.71428571428571
563,9.0,5.893999999999999,66.0,17.0,28.57142857142857
564,9.0,5.643999999999999,66.0,19.5,28.57142857142857
565,9.0,5.7165,68.5,19.0,28.57142857142857
566,8.0,4.968,71.0,16.0,25.71428571428571
567,8.0,5.468,71.0,11.0,25.71428571428571
569,8.0,5.468,71.0,11.0,25.71428571428571
570,8.0,4.367999999999999,71.0,22.0,25.71428571428571
571,8.0,4.562,64.0,19.5,25.71428571428571
572,8.0,4.728000000000001,66.0,18.0,25.71428571428571
573,7.0,3.997,71.0,15.0,22.857142857142858
574,7.0,3.697,71.0,18.0,22.857142857142858
575,7.0,3.5645,73.5,19.5,22.857142857142858
576,7.0,3.232,76.0,23.0,22.857142857142858
577,7.0,3.332,76.0,22.0,22.857142857142858
578,7.0,3.067,81.0,25.0,22.857142857142858
579,8.0,4.408,76.0,22.0,25.71428571428571
580,8.0,4.356000000000001,82.0,23.0,25.71428571428571
581,9.0,5.311,79.0,24.0,28.57142857142857
582,9.0,5.382999999999999,87.0,24.0,28.57142857142857
583,10.0,6.48,88.0,24.0,31.428571428571427
584,10.0,5.98,88.0,29.0,31.428571428571427
585,10.5,6.205500000000001,91.0,32.5,32.857142857142854
586,10.5,5.2035,67.0,40.0,32.857142857142854
587,7.5,1.9012499999999992,73.5,41.5,24.285714285714285
588,6.5,1.1615000000000002,71.0,38.0,21.428571428571427
589,7.0,1.713,59.0,37.0,22.857142857142858
590,6.5,1.1574999999999998,55.0,37.0,21.428571428571427
591,6.0,0.9179999999999997,53.0,34.0,20.0
592,5.5,0.4415,53.0,33.5,18.571428571428573
593,5.0,0.11499999999999977,53.0,31.5,17.142857142857142
594,5.0,0.685,57.0,26.0,17.142857142857142
595,4.0,-0.4480000000000004,63.0,27.0,14.285714285714285
596,4.0,-0.6400000000000001,65.0,29.0,14.285714285714285
597,4.0,-0.6400000000000001,65.0,29.0,14.285714285714285
598,3.5,-1.0462499999999997,72.5,28.0,12.857142857142856
599,3.0,-1.375,75.0,26.0,11.428571428571429
600,3.0,-1.766,78.0,30.0,11.428571428571429
601,3.0,-1.775,75.0,30.0,11.428571428571429
602,3.0,-1.725,75.0,29.5,11.428571428571429
603,3.0,-1.5749999999999997,75.0,28.0,11.428571428571429
604,3.0,-1.5749999999999997,75.0,28.0,11.428571428571429
605,3.0,-0.9570000000000003,81.0,22.0,11.428571428571429
606,3.0,-0.8570000000000002,81.0,21.0,11.428571428571429
607,3.0,-1.157,81.0,24.0,11.428571428571429
608,4.5,0.22624999999999984,72.5,26.0,15.714285714285714
609,5.5,1.1739999999999995,68.0,27.0,18.571428571428573
610,6.0,0.8810000000000002,63.5,35.0,20.0
611,6.0,1.3159999999999998,61.0,30.5,20.0
612,6.5,1.7334999999999998,59.0,31.5,21.428571428571427
613,6.5,1.7334999999999998,59.0,31.5,21.428571428571427
614,4.5,0.003249999999999975,78.5,28.5,15.714285714285714
615,4.0,-0.1980000000000004,75.5,25.0,14.285714285714285
616,3.0,-0.8249999999999997,75.0,20.5,11.428571428571429
617,3.0,-0.7249999999999999,75.0,19.5,11.428571428571429
618,3.0,-1.375,75.0,26.0,11.428571428571429
619,3.0,-1.3825000000000003,72.5,26.0,11.428571428571429
620,2.5,-1.5974999999999997,81.0,23.0,10.0
621,2.5,-1.705,78.0,24.0,10.0
622,3.0,-1.275,75.0,25.0,11.428571428571429
623,3.0,-1.1749999999999998,75.0,24.0,11.428571428571429
624,3.0,-0.9570000000000003,81.0,22.0,11.428571428571429
625,3.0,-0.4570000000000001,81.0,17.0,11.428571428571429
626,3.5,0.06425000000000036,75.5,17.0,12.857142857142856
627,4.0,0.3620000000000001,78.0,19.5,14.285714285714285
628,3.0,-0.23899999999999988,87.0,15.0,11.428571428571429
